t;DNI;t_ambt;Wt;Qt;RDIFUSA
6482;0;24.16;1.48;0;0
6483;0;24.07;1.41;0;0
6484;0;24.08;1.28;0;0
6485;11.84;24.05;1.24;0;11.84
6486;105.55;24.15;1.13;0;105.55
6487;270.73;25.03;0.7;0;270.73
6488;429.04;25.51;0.59;0;429.04
6489;630.13;26.12;0.68;0;630.13
6490;808.02;26.65;0.77;0;808.02
6491;809.67;27.18;0.83;0;809.67
6492;771.01;27.37;0.81;0;771.01
6493;674.85;27.47;0.78;0;674.85
6494;464.59;27.41;0.7;0;464.59
6495;295.95;27.17;0.51;0;295.95
6496;109.07;26.74;0.25;0;109.07
6497;12.39;26.21;0.44;0;12.39
6498;0;25.77;0.94;0;0
6499;0;25.43;1.15;0;0
6500;0;25.16;1.26;0;0
6501;0;24.95;1.31;0;0
6502;0;24.78;1.32;0;0
6503;0;24.56;1.35;0;0
6504;0;24.25;1.4;0;0
6505;0;23.9;1.46;0;0
6506;0;23.62;1.4;0;0
6507;0;23.46;1.32;0;0
6508;0;23.39;1.27;0;0
6509;15.12;23.33;1.37;0;15.12
6510;182.61;23.9;0.98;0;182.61
6511;433.83;25.56;0.53;0;433.83
6512;659.89;26.87;0.49;0;659.89
6513;834.8;27.83;0.47;0;834.8
6514;934.03;28.55;0.42;0;934.03
6515;918.3;28.87;0.36;0;918.3
6516;792.05;29;0.34;0;792.05
6517;720.74;28.96;0.33;0;720.74
6518;560.22;28.68;0.27;0;560.22
6519;344.05;28.23;0.18;0;344.05
6520;133.73;27.93;0.2;0;133.73
6521;12.41;27.91;0.32;0;12.41
6522;0;27.49;0.49;0;0
6523;0;26.81;0.93;0;0
6524;0;26.23;1.23;0;0
6525;0;25.63;1.44;0;0
6526;0;25.15;1.53;0;0
6527;0;24.78;1.45;0;0
6528;0;24.51;1.02;0;0
6529;0;24.37;0.94;0;0
6530;0;24.14;0.88;0;0
6531;0;23.96;0.79;0;0
6532;0;23.83;1.13;0;0
6533;16.49;23.98;1.03;0;16.49
6534;179.77;24.58;0.61;0;179.77
6535;404.57;25.93;0.26;0;404.57
6536;628.87;26.94;0.27;0;628.87
6537;747.32;27.76;0.35;0;747.32
6538;893.79;28.44;0.31;0;893.79
6539;814.87;28.87;0.25;0;814.87
6540;559.15;28.98;0.24;0;559.15
6541;410.72;28.9;0.23;0;410.72
6542;52.31;28.65;0.2;0;52.31
6543;41.68;28.26;0.17;0;41.68
6544;27.37;27.79;0.1;0;27.37
6545;7.02;27.3;0.24;0;7.02
6546;0;27.13;0.49;0;0
6547;0;26.87;0.75;0;0
6548;0;26.42;1;0;0
6549;0;25.96;1.16;0;0
6550;0;25.48;1.29;0;0
6551;0;25.08;1.36;0;0
6552;0;24.79;1.37;0;0
6553;0;24.58;1.35;0;0
6554;0;24.39;1.38;0;0
6555;0;24.22;1.4;0;0
6556;0;23.92;1.43;0;0
6557;9.15;23.93;1.01;0;9.15
6558;19.29;24.44;1.05;0;19.29
6559;43.69;25.08;0.86;0;43.69
6560;52.63;25.98;0.52;0;52.63
6561;115.53;26.73;0.6;0;115.53
6562;263.87;27.03;0.67;0;263.87
6563;498.99;27.07;0.48;0;498.99
6564;597.88;27.04;0.3;0;597.88
6565;657.9;26.95;0.22;0;657.9
6566;471.59;26.86;0.15;0;471.59
6567;299.83;26.83;0.16;0;299.83
6568;120.7;26.61;0.24;0;120.7
6569;9.12;26.12;0.5;0;9.12
6570;0;25.68;0.95;0;0
6571;0;25.23;1.21;0;0
6572;0;24.78;1.38;0;0
6573;0;24.41;1.5;0;0
6574;0;24.2;1.52;0;0
6575;0;24.02;1.52;0;0
6576;0;23.92;1.49;0;0
6577;0;23.92;1.44;0;0
6578;0;23.94;1.36;0;0
6579;0;23.95;1.31;0;0
6580;0;23.91;1.27;0;0
6581;14.3;23.77;1.31;0;14.3
6582;119.68;24;1.17;0;119.68
6583;256.55;25.31;0.47;0;256.55
6584;443.69;26.55;0.14;0;443.69
6585;727.03;27.91;0.25;0;727.03
6586;844.59;29.12;0.36;0;844.59
6587;847.23;29.62;0.38;0;847.23
6588;721.08;29.98;0.33;0;721.08
6589;694.98;29.99;0.21;0;694.98
6590;501.62;29.76;0.1;0;501.62
6591;310.86;29.27;0.02;0;310.86
6592;120.24;28.15;0.14;0;120.24
6593;11.71;27.77;0.39;0;11.71
6594;0;27.51;0.51;0;0
6595;0;27.29;0.7;0;0
6596;0;26.87;0.86;0;0
6597;0;26.37;1.01;0;0
6598;0;25.67;1.22;0;0
6599;0;24.91;1.35;0;0
6600;0;24.35;1.37;0;0
6601;0;24.02;1.12;0;0
6602;0;23.9;0.86;0;0
6603;0;23.8;0.84;0;0
6604;0;23.77;1.07;0;0
6605;10.21;24.17;0.74;0;10.21
6606;32.72;24.72;0.13;0;32.72
6607;77.35;25.12;0.31;0;77.35
6608;121.45;26.01;0.45;0;121.45
6609;201.8;26.65;0.61;0;201.8
6610;227.14;26.85;0.58;0;227.14
6611;369.22;27.08;0.58;0;369.22
6612;384.44;27.24;0.64;0;384.44
6613;500.05;27.27;0.69;0;500.05
6614;526.65;27.07;0.63;0;526.65
6615;351.38;26.65;0.41;0;351.38
6616;138.18;26.23;0.23;0;138.18
6617;11.93;25.9;0.57;0;11.93
6618;0;25.62;0.94;0;0
6619;0;25.19;1.21;0;0
6620;0;24.77;1.42;0;0
6621;0;24.58;1.49;0;0
6622;0;24.52;1.48;0;0
6623;0;24.66;1.33;0;0
6624;0;24.86;1.09;0;0
6625;0;24.87;0.95;0;0
6626;0;24.74;0.89;0;0
6627;0;24.65;0.81;0;0
6628;0;24.69;0.73;0;0
6629;13.72;24.73;0.67;0;13.72
6630;123.93;24.78;0.77;0;123.93
6631;321.03;25.52;0.51;0;321.03
6632;558.2;26.37;0.59;0;558.2
6633;716.02;27.69;0.72;0;716.02
6634;790.4;28.6;0.72;0;790.4
6635;776.31;29.12;0.63;0;776.31
6636;718.82;29.35;0.54;0;718.82
6637;678.8;29.25;0.45;0;678.8
6638;484.48;28.76;0.22;0;484.48
6639;286.06;28.17;0.1;0;286.06
6640;112.62;27.31;0.03;0;112.62
6641;11.75;26.82;0.11;0;11.75
6642;0;26.83;0.44;0;0
6643;0;26.45;0.82;0;0
6644;0;25.82;1.14;0;0
6645;0;25.19;1.34;0;0
6646;0;24.84;1.37;0;0
6647;0;24.69;1.27;0;0
6648;0;24.64;1.05;0;0
6649;0;24.8;0.56;0;0
6650;0;24.65;0.8;0;0
6651;0;24.29;0.9;0;0
6652;0;24.3;0.91;0;0
6653;11.77;24.46;0.82;0;11.77
6654;52.17;24.8;0.65;0;52.17
6655;98.64;25.2;0.3;0;98.64
6656;109.26;25.55;0.23;0;109.26
6657;136.3;26.12;0.33;0;136.3
6658;195.45;26.37;0.4;0;195.45
6659;175.38;26.84;0.37;0;175.38
6660;112.8;26.9;0.41;0;112.8
6661;147.83;27.08;0.38;0;147.83
6662;160.51;27;0.33;0;160.51
6663;123.95;26.74;0.33;0;123.95
6664;40.75;26.26;0.31;0;40.75
6665;7.74;25.69;0.42;0;7.74
6666;0;25.18;0.88;0;0
6667;0;24.83;1.04;0;0
6668;0;24.53;1.12;0;0
6669;0;24.24;1.16;0;0
6670;0;23.88;1.21;0;0
6671;0;23.48;1.09;0;0
6672;0;23.33;0.9;0;0
6673;0;23.19;0.94;0;0
6674;0;23.05;0.92;0;0
6675;0;22.93;0.89;0;0
6676;0;22.76;0.86;0;0
6677;14.75;22.64;0.83;0;14.75
6678;102.52;23.08;0.79;0;102.52
6679;240.68;23.94;0.54;0;240.68
6680;416.97;24.98;0.68;0;416.97
6681;636.9;26.3;0.72;0;636.9
6682;821.54;27.76;0.55;0;821.54
6683;806.68;28.5;0.45;0;806.68
6684;662.01;28.82;0.38;0;662.01
6685;614.8;28.87;0.33;0;614.8
6686;432.23;28.71;0.27;0;432.23
6687;269.32;28.26;0.16;0;269.32
6688;96.11;27.66;0.2;0;96.11
6689;8.62;27.44;0.38;0;8.62
6690;0;26.77;0.7;0;0
6691;0;26.26;1.03;0;0
6692;0;25.49;1.28;0;0
6693;0;25;1.37;0;0
6694;0;24.62;1.21;0;0
6695;0;24.38;0.97;0;0
6696;0;24.22;0.98;0;0
6697;0;23.98;0.93;0;0
6698;0;23.74;0.92;0;0
6699;0;23.57;0.85;0;0
6700;0;23.4;0.8;0;0
6701;15.8;23.26;0.8;0;15.8
6702;135.46;23.9;0.77;0;135.46
6703;325.12;25.22;0.57;0;325.12
6704;563.04;26.27;0.53;0;563.04
6705;648.97;27.37;0.51;0;648.97
6706;706.31;28.23;0.44;0;706.31
6707;790.63;28.73;0.35;0;790.63
6708;734.03;29.02;0.3;0;734.03
6709;631.14;29.12;0.29;0;631.14
6710;482.06;28.98;0.32;0;482.06
6711;293.57;28.58;0.26;0;293.57
6712;116.59;28.05;0.23;0;116.59
6713;9.66;27.63;0.47;0;9.66
6714;0;27.3;0.7;0;0
6715;0;26.94;0.86;0;0
6716;0;26.42;1.07;0;0
6717;0;25.71;1.3;0;0
6718;0;25.03;1.45;0;0
6719;0;24.48;1.36;0;0
6720;0;24.27;0.98;0;0
6721;0;24.09;0.93;0;0
6722;0;23.94;0.88;0;0
6723;0;23.73;1.28;0;0
6724;0;23.62;1.39;0;0
6725;16.78;23.69;1.31;0;16.78
6726;141.25;24.21;0.98;0;141.25
6727;349.4;25.62;0.41;0;349.4
6728;587.35;26.86;0.33;0;587.35
6729;773.81;27.81;0.28;0;773.81
6730;717.92;28.44;0.31;0;717.92
6731;662.52;28.77;0.38;0;662.52
6732;439.27;28.8;0.4;0;439.27
6733;103.33;28.69;0.41;0;103.33
6734;68.12;28.33;0.38;0;68.12
6735;50.38;27.87;0.27;0;50.38
6736;24.68;27.22;0.25;0;24.68
6737;6.31;26.69;0.43;0;6.31
6738;0;26.3;0.79;0;0
6739;0;26;0.93;0;0
6740;0;25.79;0.94;0;0
6741;0;25.52;0.98;0;0
6742;0;25.28;1.03;0;0
6743;0;25.04;1.09;0;0
6744;0;24.7;1.18;0;0
6745;0;24.36;1.23;0;0
6746;0;24.09;1.24;0;0
6747;0;23.83;1.29;0;0
6748;0;23.64;1.3;0;0
6749;13.4;23.51;1.3;0;13.4
6750;111.31;23.96;0.93;0;111.31
6751;290.66;24.83;0.55;0;290.66
6752;464.25;25.83;0.3;0;464.25
6753;563.1;26.96;0.28;0;563.1
6754;610.84;27.81;0.25;0;610.84
6755;681.09;28.63;0.23;0;681.09
6756;704.59;29.06;0.27;0;704.59
6757;527.33;29.15;0.3;0;527.33
6758;160.3;28.98;0.34;0;160.3
6759;109.8;28.55;0.35;0;109.8
6760;40.09;28;0.21;0;40.09
6761;6.81;27.37;0.46;0;6.81
6762;0;26.73;1.04;0;0
6763;0;26.05;1.35;0;0
6764;0;25.59;1.39;0;0
6765;0;25.36;1.21;0;0
6766;0;25.24;0.93;0;0
6767;0;25.07;0.84;0;0
6768;0;24.83;0.96;0;0
6769;0;24.58;1.19;0;0
6770;0;24.44;1.24;0;0
6771;0;24.35;1.2;0;0
6772;0;24.28;1.14;0;0
6773;12.04;24.15;1.12;0;12.04
6774;37.59;24.26;0.95;0;37.59
6775;134.45;24.88;0.36;0;134.45
6776;182.3;25.44;0.16;0;182.3
6777;195.49;26.07;0.17;0;195.49
6778;305.2;26.59;0.05;0;305.2
6779;383.88;27.26;0.2;0;383.88
6780;295.8;27.47;0.34;0;295.8
6781;370.79;27.52;0.38;0;370.79
6782;476.31;27.38;0.46;0;476.31
6783;298.86;27.05;0.46;0;298.86
6784;119.02;26.62;0.25;0;119.02
6785;9.95;26.12;0.15;0;9.95
6786;0;25.47;0.56;0;0
6787;0;24.69;1.28;0;0
6788;0;23.82;1.61;0;0
6789;0;23.61;1.06;0;0
6790;0;23.55;0.98;0;0
6791;0;23.35;0.88;0;0
6792;0;23.14;0.76;0;0
6793;0;22.94;0.9;0;0
6794;0;22.8;1.22;0;0
6795;0;22.7;1.32;0;0
6796;0;22.81;1.23;0;0
6797;14.3;23.05;0.99;0;14.3
6798;96.48;23.52;0.75;0;96.48
6799;209.95;24.99;0.52;0;209.95
6800;297.91;25.94;0.58;0;297.91
6801;430.05;26.85;0.58;0;430.05
6802;445.46;27.67;0.5;0;445.46
6803;497.77;28.1;0.35;0;497.77
6804;498.23;28.17;0.27;0;498.23
6805;556.4;27.98;0.4;0;556.4
6806;497.41;27.51;0.48;0;497.41
6807;286.3;26.83;0.44;0;286.3
6808;121.24;26.21;0.45;0;121.24
6809;6.34;25.62;0.55;0;6.34
6810;0;25;0.79;0;0
6811;0;24.69;0.9;0;0
6812;0;24.48;0.92;0;0
6813;0;24.29;0.93;0;0
6814;0;24.07;0.95;0;0
6815;0;23.97;0.89;0;0
6816;0;23.94;0.87;0;0
6817;0;23.76;0.79;0;0
6818;0;23.62;0.81;0;0
6819;0;23.46;0.89;0;0
6820;0;23.3;1.26;0;0
6821;10.57;23.28;1.24;0;10.57
6822;21.95;23.52;1.02;0;21.95
6823;45.25;24.22;0.45;0;45.25
6824;46.36;24.55;0.49;0;46.36
6825;70;24.57;0.64;0;70
6826;107.23;24.62;0.66;0;107.23
6827;169.75;24.78;0.59;0;169.75
6828;145.81;24.92;0.54;0;145.81
6829;182.32;24.96;0.48;0;182.32
6830;265.35;24.88;0.41;0;265.35
6831;163.2;24.66;0.29;0;163.2
6832;72.59;24.3;0.18;0;72.59
6833;8.33;24;0.28;0;8.33
6834;0;23.83;0.53;0;0
6835;0;23.77;0.59;0;0
6836;0;23.76;0.59;0;0
6837;0;23.7;0.62;0;0
6838;0;23.64;0.67;0;0
6839;0;23.55;0.72;0;0
6840;0;23.35;0.85;0;0
6841;0;23.08;1.02;0;0
6842;0;22.8;1.16;0;0
6843;0;22.55;1.29;0;0
6844;0;22.34;1.33;0;0
6845;13.41;22.15;1.44;0;13.41
6846;111.82;22.74;1.01;0;111.82
6847;270.76;23.87;0.63;0;270.76
6848;493.27;24.95;0.66;0;493.27
6849;631.32;26.58;0.71;0;631.32
6850;690.12;27.91;0.65;0;690.12
6851;764.15;28.83;0.52;0;764.15
6852;764.44;29.36;0.43;0;764.44
6853;682.25;29.52;0.33;0;682.25
6854;542.51;29.3;0.27;0;542.51
6855;342.92;28.78;0.18;0;342.92
6856;142.02;28.16;0.14;0;142.02
6857;10.26;27.63;0.5;0;10.26
6858;0;26.87;0.92;0;0
6859;0;26.3;1.23;0;0
6860;0;25.74;1.41;0;0
6861;0;25.3;1.5;0;0
6862;0;25.06;1.47;0;0
6863;0;24.91;1.38;0;0
6864;0;24.7;1.29;0;0
6865;0;24.37;1.28;0;0
6866;0;24;1.31;0;0
6867;0;23.66;1.36;0;0
6868;0;23.4;1.37;0;0
6869;20.77;23.3;1.34;0;20.77
6870;150.41;23.9;0.99;0;150.41
6871;330.81;25.65;0.36;0;330.81
6872;529.11;26.93;0.2;0;529.11
6873;608.19;27.69;0.12;0;608.19
6874;725.35;28.31;0.2;0;725.35
6875;625.78;28.74;0.26;0;625.78
6876;440.04;28.93;0.22;0;440.04
6877;344.59;28.99;0.12;0;344.59
6878;101.11;28.75;0.07;0;101.11
6879;54.73;28.41;0.19;0;54.73
6880;25.71;27.94;0.22;0;25.71
6881;7.27;27.37;0.29;0;7.27
6882;0;26.99;0.56;0;0
6883;0;26.53;0.89;0;0
6884;0;25.94;1.13;0;0
6885;0;25.33;1.25;0;0
6886;0;24.91;1.28;0;0
6887;0;24.69;0.89;0;0
6888;0;24.59;0.89;0;0
6889;0;24.42;0.82;0;0
6890;0;24.2;0.99;0;0
6891;0;24.04;1.26;0;0
6892;0;24.05;1.17;0;0
6893;16.05;24.27;0.93;0;16.05
6894;74.92;24.58;0.68;0;74.92
6895;199.29;25.26;0.24;0;199.29
6896;395.82;26.09;0.07;0;395.82
6897;559.45;26.92;0.09;0;559.45
6898;712.77;27.48;0.11;0;712.77
6899;791.16;27.9;0.1;0;791.16
6900;751.74;28.09;0.07;0;751.74
6901;742.81;28.09;0.09;0;742.81
6902;561.07;27.78;0.18;0;561.07
6903;345.32;27.25;0.21;0;345.32
6904;132.77;26.89;0.31;0;132.77
6905;10.92;26.44;0.57;0;10.92
6906;0;25.8;1.07;0;0
6907;0;25.17;1.37;0;0
6908;0;24.68;1.27;0;0
6909;0;24.55;0.99;0;0
6910;0;24.41;0.98;0;0
6911;0;24.28;0.9;0;0
6912;0;24.02;0.83;0;0
6913;0;23.87;0.79;0;0
6914;0;23.68;0.74;0;0
6915;0;23.53;0.9;0;0
6916;0;23.4;1.2;0;0
6917;24.64;23.3;1.28;0;24.64
6918;207.09;23.98;0.91;0;207.09
6919;453.34;25.86;0.48;0;453.34
6920;681.23;27.43;0.48;0;681.23
6921;817.13;28.55;0.36;0;817.13
6922;853.38;29.3;0.2;0;853.38
6923;840.26;29.71;0.08;0;840.26
6924;808.48;29.82;0.1;0;808.48
6925;692.66;29.74;0.13;0;692.66
6926;534.52;29.43;0.14;0;534.52
6927;325.85;28.95;0.19;0;325.85
6928;125.91;28.45;0.24;0;125.91
6929;9.84;28.17;0.45;0;9.84
6930;0;27.74;0.76;0;0
6931;0;27.32;1.01;0;0
6932;0;26.77;1.24;0;0
6933;0;26.12;1.45;0;0
6934;0;25.46;1.56;0;0
6935;0;25;1.47;0;0
6936;0;24.7;1.09;0;0
6937;0;24.56;0.92;0;0
6938;0;24.37;0.82;0;0
6939;0;24.18;0.97;0;0
6940;0;24.07;1.2;0;0
6941;24.53;24;1.27;0;24.53
6942;208.8;24.54;0.97;0;208.8
6943;449.27;26.08;0.5;0;449.27
6944;655.71;27.37;0.43;0;655.71
6945;800.98;28.26;0.44;0;800.98
6946;885.71;28.87;0.4;0;885.71
6947;917.12;29.2;0.36;0;917.12
6948;803.84;29.24;0.34;0;803.84
6949;720.15;29.05;0.28;0;720.15
6950;547.88;28.67;0.19;0;547.88
6951;341.15;28.23;0.07;0;341.15
6952;139.8;27.65;0.06;0;139.8
6953;10.45;26.95;0.34;0;10.45
6954;0;27.22;0.3;0;0
6955;0;27.41;0.33;0;0
6956;0;27.26;0.64;0;0
6957;0;26.99;0.84;0;0
6958;0;26.62;0.94;0;0
6959;0;26.26;0.95;0;0
6960;0;25.97;0.97;0;0
6961;0;25.82;0.9;0;0
6962;0;25.75;0.81;0;0
6963;0;25.71;0.68;0;0
6964;0;25.76;0.47;0;0
6965;21.1;25.73;0.32;0;21.1
6966;166.03;25.71;0.43;0;166.03
6967;356.18;26.2;0.17;0;356.18
6968;602.53;27.46;0.1;0;602.53
6969;750.3;28.59;0.23;0;750.3
6970;853.84;29.06;0.29;0;853.84
6971;845.94;29.26;0.3;0;845.94
6972;755.56;29.34;0.27;0;755.56
6973;638.67;29.33;0.14;0;638.67
6974;408.36;29.06;0.13;0;408.36
6975;249.05;28.56;0.28;0;249.05
6976;86.98;28.02;0.35;0;86.98
6977;5.55;27.47;0.66;0;5.55
6978;0;26.95;1.11;0;0
6979;0;26.62;1.26;0;0
6980;0;26.25;1.38;0;0
6981;0;25.97;1.44;0;0
6982;0;25.66;1.46;0;0
6983;0;25.37;1.44;0;0
6984;0;25.13;1.33;0;0
6985;0;24.9;1.2;0;0
6986;0;24.84;0.92;0;0
6987;0;24.8;0.93;0;0
6988;0;24.65;0.8;0;0
6989;15.64;24.45;0.95;0;15.64
6990;111.58;24.85;0.81;0;111.58
6991;233.09;25.62;0.23;0;233.09
6992;475.73;26.49;0.33;0;475.73
6993;609.96;27.78;0.48;0;609.96
6994;841.77;28.94;0.44;0;841.77
6995;891.67;29.69;0.22;0;891.67
6996;859.9;30.03;0.06;0;859.9
6997;691.8;29.98;0.25;0;691.8
6998;613.44;29.78;0.28;0;613.44
6999;385.19;29.37;0.18;0;385.19
7000;150.05;28.23;0.05;0;150.05
7001;11.12;27.28;0.11;0;11.12
7002;0;27.35;0.46;0;0
7003;0;27.08;0.83;0;0
7004;0;26.55;1.14;0;0
7005;0;25.99;1.36;0;0
7006;0;25.49;1.48;0;0
7007;0;25.02;1.5;0;0
7008;0;24.69;1.49;0;0
7009;0;24.41;1.48;0;0
7010;0;24.16;1.45;0;0
7011;0;23.97;1.36;0;0
7012;0;23.89;1.32;0;0
7013;16.89;23.87;1.42;0;16.89
7014;112.95;24.26;1.15;0;112.95
7015;253.2;25.63;0.66;0;253.2
7016;449.81;26.8;0.56;0;449.81
7017;596.92;27.7;0.67;0;596.92
7018;766.3;28.24;0.66;0;766.3
7019;780.91;28.57;0.56;0;780.91
7020;726.98;28.7;0.44;0;726.98
7021;488.34;28.67;0.36;0;488.34
7022;140.77;28.42;0.23;0;140.77
7023;78.47;28.03;0.14;0;78.47
7024;38.79;27.52;0.18;0;38.79
7025;6.09;26.87;0.55;0;6.09
7026;0;26.3;1.04;0;0
7027;0;25.83;1.28;0;0
7028;0;25.45;1.42;0;0
7029;0;25.17;1.52;0;0
7030;0;24.94;1.55;0;0
7031;0;24.75;1.54;0;0
7032;0;24.64;1.5;0;0
7033;0;24.58;1.43;0;0
7034;0;24.56;1.33;0;0
7035;0;24.69;1.15;0;0
7036;0;25.01;0.73;0;0
7037;15.86;25.24;0.32;0;15.86
7038;58.23;25.52;0.21;0;58.23
7039;170.57;25.72;0.26;0;170.57
7040;244.48;25.68;0.28;0;244.48
7041;427.11;26.82;0.34;0;427.11
7042;498.77;27.24;0.32;0;498.77
7043;545.42;27.66;0.26;0;545.42
7044;583.71;28.34;0.16;0;583.71
7045;523.71;28.62;0.06;0;523.71
7046;460.79;28.4;0.11;0;460.79
7047;289.53;27.89;0.16;0;289.53
7048;106.85;27.33;0.18;0;106.85
7049;8.28;26.8;0.35;0;8.28
7050;0;26.33;0.8;0;0
7051;0;25.92;1.01;0;0
7052;0;25.62;1.1;0;0
7053;0;25.41;1.12;0;0
7054;0;25.32;1.07;0;0
7055;0;25.31;0.95;0;0
7056;0;25.35;0.79;0;0
7057;0;25.35;0.64;0;0
7058;0;25.3;0.56;0;0
7059;0;25.26;0.56;0;0
7060;0;25.26;0.51;0;0
7061;19.63;25.23;0.48;0;19.63
7062;107.75;25.3;0.52;0;107.75
7063;246.55;25.48;0.37;0;246.55
7064;393.74;26.02;0.41;0;393.74
7065;569.54;27.25;0.38;0;569.54
7066;712.56;28.51;0.29;0;712.56
7067;686.13;28.18;0.19;0;686.13
7068;645.45;28.34;0.16;0;645.45
7069;569.16;28.08;0.24;0;569.16
7070;466.73;28.09;0.29;0;466.73
7071;286.45;28.01;0.24;0;286.45
7072;116.34;26.64;0.26;0;116.34
7073;10.03;26.82;0.1;0;10.03
7074;0;26.73;0.25;0;0
7075;0;26.75;0.45;0;0
7076;0;26.51;0.77;0;0
7077;0;26.18;0.98;0;0
7078;0;25.66;1.2;0;0
7079;0;25.08;1.38;0;0
7080;0;24.55;1.52;0;0
7081;0;24.19;1.5;0;0
7082;0;24.12;1.07;0;0
7083;0;24.18;1.03;0;0
7084;0;24.15;0.97;0;0
7085;12.12;24.14;0.91;0;12.12
7086;55.5;24.45;0.84;0;55.5
7087;87.38;25.24;0.66;0;87.38
7088;100.77;25.97;0.35;0;100.77
7089;178.48;26.69;0.46;0;178.48
7090;328.89;27.06;0.56;0;328.89
7091;796.16;27.44;0.49;0;796.16
7092;774.32;27.73;0.39;0;774.32
7093;679.85;27.75;0.26;0;679.85
7094;430.78;27.62;0.14;0;430.78
7095;255.06;27.33;0.07;0;255.06
7096;98.33;26.9;0.13;0;98.33
7097;7.33;26.8;0.36;0;7.33
7098;0;26.65;0.75;0;0
7099;0;26.1;1.1;0;0
7100;0;25.61;1.29;0;0
7101;0;25.28;1.35;0;0
7102;0;25.15;1.29;0;0
7103;0;25.15;1.15;0;0
7104;0;25.24;0.97;0;0
7105;0;25.29;0.82;0;0
7106;0;25.22;0.79;0;0
7107;0;24.96;0.97;0;0
7108;0;24.52;1.23;0;0
7109;18.43;24.15;1.4;0;18.43
7110;122.51;24.3;1.2;0;122.51
7111;292.64;25.37;0.74;0;292.64
7112;403.34;26.22;0.33;0;403.34
7113;443.46;27.06;0.25;0;443.46
7114;560.11;27.92;0.45;0;560.11
7115;578.17;28.69;0.61;0;578.17
7116;581.99;28.93;0.61;0;581.99
7117;625.06;28.88;0.54;0;625.06
7118;462.77;28.52;0.41;0;462.77
7119;326.12;28.01;0.25;0;326.12
7120;131.66;27.55;0.23;0;131.66
7121;9.17;27.2;0.5;0;9.17
7122;0;26.41;0.98;0;0
7123;0;25.88;1.28;0;0
7124;0;25.5;1.44;0;0
7125;0;25.23;1.51;0;0
7126;0;25.07;1.5;0;0
7127;0;24.98;1.45;0;0
7128;0;24.9;1.38;0;0
7129;0;24.76;1.35;0;0
7130;0;24.56;1.39;0;0
7131;0;24.27;1.47;0;0
7132;0;23.93;1.53;0;0
7133;21.43;23.76;1.38;0;21.43
7134;182.84;24.42;0.91;0;182.84
7135;417.49;25.89;0.5;0;417.49
7136;642.05;26.94;0.43;0;642.05
7137;774.65;27.83;0.4;0;774.65
7138;851.62;28.5;0.44;0;851.62
7139;773.05;28.91;0.45;0;773.05
7140;773.12;29.07;0.37;0;773.12
7141;542.39;28.9;0.29;0;542.39
7142;359.84;28.51;0.2;0;359.84
7143;230.45;28.05;0.12;0;230.45
7144;89.2;27.62;0.07;0;89.2
7145;3.95;26.94;0.15;0;3.95
7146;0;26.89;0.36;0;0
7147;0;26.86;0.4;0;0
7148;0;26.73;0.54;0;0
7149;0;26.41;0.75;0;0
7150;0;25.96;0.97;0;0
7151;0;25.39;1.17;0;0
7152;0;24.77;1.37;0;0
7153;0;24.3;1.48;0;0
7154;0;24.02;1.39;0;0
7155;0;23.98;0.99;0;0
7156;0;24.05;0.93;0;0
7157;15.91;24.01;0.88;0;15.91
7158;88.15;24.4;0.7;0;88.15
7159;196.45;25.08;0.4;0;196.45
7160;372.7;25.98;0.26;0;372.7
7161;482.66;26.9;0.64;0;482.66
7162;275.45;27.34;0.72;0;275.45
7163;265.29;27.55;0.74;0;265.29
7164;85.2;27.5;0.73;0;85.2
7165;90.71;27.22;0.73;0;90.71
7166;81.05;26.89;0.75;0;81.05
7167;81.57;26.52;0.8;0;81.57
7168;21.59;26.13;0.71;0;21.59
7169;5.12;25.57;0.67;0;5.12
7170;0;24.98;0.79;0;0
7171;0;24.72;1.14;0;0
7172;0;24.88;0.91;0;0
7173;0;25.05;0.63;0;0
7174;0;24.58;1.02;0;0
7175;0;24.03;1.3;0;0
7176;0;23.73;1.37;0;0
7177;0;23.68;1.31;0;0
7178;0;23.83;1.12;0;0
7179;0;24.05;0.89;0;0
7180;0;23.91;0.88;0;0
7181;17.81;23.27;1.27;0;17.81
7182;79.45;23.58;1.03;0;79.45
7183;150.88;24.87;0.58;0;150.88
7184;264.62;25.95;0.33;0;264.62
7185;478.24;27.44;0.15;0;478.24
7186;633.95;29.23;0.15;0;633.95
7187;689.89;30.04;0.11;0;689.89
7188;616.04;30.37;0.13;0;616.04
7189;586.23;30.36;0.17;0;586.23
7190;484.79;30.06;0.18;0;484.79
7191;299.43;29.51;0.14;0;299.43
7192;113.3;27.83;0.18;0;113.3
7193;8.73;27.48;0.11;0;8.73
7194;0;27.69;0.1;0;0
7195;0;27.58;0.3;0;0
7196;0;27.28;0.58;0;0
7197;0;26.7;0.93;0;0
7198;0;25.85;1.25;0;0
7199;0;25.03;1.43;0;0
7200;0;24.52;1.46;0;0
7201;0;24.3;1.12;0;0
7202;0;24.28;1.01;0;0
7203;0;24.23;1.05;0;0
7204;0;24.12;1.03;0;0
7205;24.31;24.05;0.99;0;24.31
7206;182.23;24.69;1.01;0;182.23
7207;406.27;25.9;0.73;0;406.27
7208;627.45;26.76;0.64;0;627.45
7209;763.35;27.41;0.72;0;763.35
7210;762.06;27.76;0.71;0;762.06
7211;703.82;27.88;0.73;0;703.82
